顧客名,年齢,合計金額
カヘヌシ ヒノ,53,16700
エネムイ ナム,79,16700
フキタ メタミネ,94,16684
フタ モシヒシ,23,16636
カシソマ ナメメ,18,16627
ンコネウ ケアセ,97,16600
ヨイ カヘ,33,16600
モヨ ヌサイ,15,16600
マヲ サウヤ,85,16600
フヲノケ チセモニ,16,16600
ヌヤ ワナ,58,16600
シミム チム,35,16600
コヌキ ナヲ,91,16600
カマンナ シワ,29,16600
オチイシ ントイク,82,16600
ムエ ニカヤ,23,16592
ナネ セミ,17,16570
フアマユ エメヲヒ,47,16560
カオ ニクツ,40,16556
ヒアハ スマウ,95,16529
ヒシムノ ワススマ,55,16506
ワンク ナオカフ,22,16500
メヘソ タアクナ,89,16500
フイ メネアア,25,16500
セツ アフ,95,16500
ケヤ コハ,31,16500
イツ ノキナタ,39,16500
アトナウ ハムセ,76,16500
ンモイ ヨヌツネ,59,16466
オヒイキ ソカタ,85,16428
ネミエ シフタ,22,16407
スタア ケモキフ,40,16404
フオコエ ノヘハ,92,16400
ヒマサツ タム,84,16400
ホユ セネ,62,16366
イワウ ミオ,58,16313
ヤハ ソノ,99,16300
ムミ チソ,63,16300
ホヨ サナチツ,87,16300
ネノマ カワモフ,54,16300
ネネ ホアシ,91,16300
ナシ ケヒヨハ,87,16300
コホ モワ,68,16300
コカケ メイヨ,89,16300
エエテ モフカ,22,16300
イツヌノ トヌセ,63,16300
サハタハ クヒ,35,16285
ヘメ チシ,35,16255
コヒ ワテケ,61,16245
ヌノ ユナキケ,41,16244
ミトソミ ヤナン,23,16231
ンノナ ンスニコ,45,16225
ンハ テメモ,42,16208
ンモモ ユホナユ,59,16200
ムタクニ ノキホ,89,16200
ミヒツ ノツ,30,16200
ミエ ウメニ,51,16200
ネハア サホサツ,74,16200
テトテシ ンタ,97,16200
スニマコ オニヲア,29,16200
ケオミ マム,58,16200
ウサキツ ヘカ,37,16200
ウケウ ヲツヌス,93,16200
アノ マホコセ,68,16200
フヤ テアフチ,77,16198
ムナヌ サユ,20,16183
ヒソイ ツエメ,46,16182
ケン サモヒ,78,16178
タニネ セケ,43,16171
ワヲハヌ チテキ,34,16166
タヤヲ エナミウ,92,16161
セノ ムカツ,30,16156
ヌソタ ケウノ,19,16112
アセヲ クソタシ,29,16106
ヌソメ ネホチ,33,16100
コモコ ワメテエ,91,16100
コス キフオ,71,16100
クホユカ イアシ,28,16100
ネウハ ハヤオ,79,16076
ヤヒ メネ,28,16058
オメナニ シメ,15,16056
ヨキ ナミ,73,16049
ハヌヌ アフヲモ,68,16000
ネオ ネア,86,16000
ツト アヤ,22,16000
シヘ アノケオ,93,16000
ヒフエ ヌヌセ,85,15988
テホ クソ,36,15983
イソヘト メケ,74,15963
ヤヤマメ マセク,29,15958
ヘメヘチ ヒツ,36,15918
ヲト アオ,40,15900
ヲカ ケミヲヨ,89,15900
ワカ サウクヒ,88,15900
ヤミニニ キン,68,15900
ヤハ マスソ,21,15900
ヘサソテ ヌキ,79,15900
ツセ アエス,21,15900
タウコ ヲサ,63,15900
スマ エナ,78,15900
シキフユ ウヨイ,64,15900
コフカ ハミク,35,15900
ケミシ オハノキ,44,15900
オヌタカ コトハム,98,15900
イケウ ナトミ,92,15900
ヨヲク ノマエ,85,15884
エムムコ コヤ,45,15876
モエヲナ ヘン,29,15866
マナナト マコオ,88,15851
ハヨ マウシ,79,15843
エノス ヨヨサ,41,15820
ノス ノノメサ,91,15817
ンムテム タツセ,21,15800
ンフト ツユンマ,41,15800
ヘソ ホンケニ,41,15800
テアヲハ ニサ,49,15800
ツヨ ユメ,87,15800
ソムナシ ナコツ,72,15800
ケチアコ ヲソ,66,15800
ウト マタ,33,15800
ツウ セホ,52,15797
ソワムホ ヨト,24,15793
オン ンシエエ,89,15780
ニミテヒ メクセム,77,15771
ヘホユ スンムウ,97,15768
スウメヲ イウ,44,15766
エン シエハム,97,15705
ヨモ イユ,46,15700
メチ サユヌ,63,15700
ヒホ ヌシコ,42,15700
ハノ ウサムヘ,53,15700
ヌユ ノチメユ,43,15700
ケミ ネエマケ,77,15700
カシケ ムネサモ,52,15700
ヌン スエヌ,83,15695
モサユハ ムヤ,98,15653
セカヘツ モヲ,40,15640
ヘスタネ ツキク,82,15615
ワエフン ワテス,86,15600
ムヘス ヲメト,90,15600
ヘクネノ ツネソイ,40,15600
ケス サチサワ,44,15600
クミヨ ヲセ,45,15600
ホハ クヒイ,61,15577
マシ ウチ,68,15571
ケソタ ヲヌ,95,15552
モメ シイナ,81,15540
ンイヘエ イヨシ,44,15500
ヲクコ ヘニ,75,15500
ミミ ノムタチ,67,15500
マヲコシ ワサ,61,15500
ナアオソ ハスチ,50,15500
スキユ ヨモツ,78,15500
キスモ ミキモ,66,15500
オユムノ シノカ,26,15500
セミ キヒマコ,92,15499
クヘノ ツクノオ,76,15481
セン ヒテ,37,15478
クン オテエ,92,15477
モサケ タムヌオ,21,15468
ハセナ サツヘミ,30,15463
キヘネ コカ,45,15460
シシウサ モエ,61,15458
フウ テイ,72,15448
ユト フサウム,75,15445
ハイフツ ハエコス,17,15442
キホホン テモチ,51,15437
ワンハオ ナスニ,63,15400
ヒハウヲ サヨマツ,61,15400
サナ ヤツト,15,15400
コヲ キユエマ,62,15400
キヘ ネキヤヲ,20,15400
ツヌ トトイ,64,15389
オミソメ ニキン,90,15372
アニイ ヨアワヒ,74,15361
チナ ウツミ,73,15344
マヒシシ ンオム,36,15340
ヨツサ メン,43,15300
ユソヒケ ナンク,31,15300
ムヨケウ オヒモウ,36,15300
マワホ マケマツ,68,15300
ヒフコ ニエハン,55,15300
ツシウ ヲヌ,88,15300
イナタ ヲケ,41,15300
カホム サマネン,70,15293
トムヲマ フイト,64,15291
アヘ アス,66,15277
タニ ムハコ,55,15264
サユ ユフヘミ,30,15263
ナイモ ヲシ,89,15259
チスモヲ アノホメ,85,15251
メマ メテスユ,60,15227
カスワ ハネモシ,61,15206
ヲン ミテ,44,15200
ユイホマ フタシソ,60,15200
ハヤ オシウ,68,15200
ネケヘ ミス,86,15200
シムカ モメシ,54,15200
ニネキ キサヲマ,68,15193
ハサタ ツケヲハ,41,15153
ハヘオ ヘツスモ,74,15128
オマウ オセフ,62,15128
ユクヤ フカ,31,15117
ンテ キモソ,68,15100
モワサ ソワコヨ,97,15100
モニチヲ ケミ,64,15100
ヘヒ スヤケイ,29,15100
フミ ユチフウ,96,15100
トキンヘ カセ,96,15100
コエオフ メク,99,15100
キヲサ ヤオツワ,48,15100
カムン ニサ,82,15100
カニ トソシス,26,15100
カソハ ミコイ,69,15100
ウアメ ンノソ,82,15100
アツ ツヲキ,63,15057
シヤ ウワイネ,89,15045
シツ テヘスヌ,39,15035
スヒア ソシタネ,77,15016
サハクス ヨス,33,15012
ユヲク ヒワ,77,15000
モキ シシ,93,15000
ムムタヤ ヤセ,60,15000
マケエ ミナ,71,15000
トヒ ノヒ,42,15000
セトヨト ネハヌ,46,15000
コウム ニヘ,46,15000
キイ ネニミ,95,15000
オクア トモ,33,15000
ンヌヌ ツソエ,63,14998
イチニ アナウ,17,14987
エノサ ネク,42,14970
ナタユヒ タチウテ,53,14932
ヲハ コメホ,25,14924
キフン ハスユ,27,14918
コア メトマ,86,14909
ワス ソホムユ,90,14900
ヘチ ネオタト,62,14900
コヲソイ ニウ,53,14900
コノ トンヌホ,66,14900
ヒツホ ワオテオ,49,14834
サメサオ ミスモシ,33,14830
シテ スセン,58,14824
ニホマ モヲホモ,73,14807
ホマ ムタメユ,20,14800
ナオ モモチメ,37,14800
テヨンマ モクヒニ,15,14800
イホ セソコヲ,75,14800
コツホノ ニエ,86,14774
ホテソヒ イメ,57,14747
メン ニンケ,30,14745
コケム シイネ,22,14731
モエ スヘス,20,14725
ニニヒ ヒナユ,45,14716
ヒミクキ ミカオシ,20,14707
ンマ ワセカウ,71,14700
ミエンタ マカトオ,87,14700
マン セカヘ,99,14700
トヲ ヒナツヨ,29,14700
セメンヲ クノ,41,14700
サツ キナ,87,14700
カツ ヤヌ,31,14700
カケケ ネウモフ,41,14700
ヘチカケ コム,85,14681
ウククメ ヌエ,37,14636
ニヤウ キハム,91,14635
ヌヒヲ トソフ,45,14607
ヤユ ケチモ,59,14600
ミオハ タナ,19,14600
フナサオ ミス,33,14600
ネユケユ ンユ,90,14600
ネテヘク チノシ,24,14600
ナワヨメ キエイ,44,14600
スムタエ ヘト,85,14600
クヒワヒ ヌウフヌ,79,14600
クヒカン シチ,94,14600
クク ウミ,67,14600
キニ フヨネ,52,14600
キエ ヌエ,54,14600
エノ ネヒ,57,14600
ウニヘタ アウチソ,88,14600
ウタヨコ ウムクム,23,14600
マツヨ ウホサハ,37,14500
ソフ ユカ,84,14500
クセツテ フハ,36,14500
カヨスメ ムネコノ,56,14500
ホマ ネス,53,14483
トナク イヌワモ,81,14433
メキヲ テケヘ,65,14414
イクソ フユ,62,14406
ンカク ウモ,32,14400
モサ ナタオ,97,14400
ムヘ ユチワク,73,14400
ニムム ヌモヌ,93,14400
チイエミ ナアオ,74,14400
ケイ テウ,56,14400
クツ ヤオ,79,14400
ツク キメク,72,14387
チノ ヌソ,36,14381
フチ スオ,51,14364
キシ ケモスオ,62,14354
ノナサイ ヘアワヌ,50,14342
トフタ スエマ,91,14342
マタコ シヒ,70,14325
チタ ノサキ,22,14300
チシ コヨ,44,14300
オネオメ スマノ,25,14300
イケ サエ,87,14300
メテ ムタ,45,14271
メメサシ チマムエ,40,14268
ヌユ ハカフ,66,14255
ンテセト セナ,92,14252
ヨノ ソカ,98,14216
ムエコツ ンス,59,14212
ヤネモ チクヲワ,22,14200
ムニ テシヘ,66,14200
ホオヘミ ミハホヨ,28,14200
ヘソナア ヨマテ,38,14200
ヌヌエネ ヨアヘ,96,14200
ニケ エムカ,71,14200
ツクノハ ハテス,96,14200
タマスン エエノモ,48,14200
スヘノ アユソミ,88,14200
ケム ムヨク,97,14200
ニインエ ワヤ,50,14199
クヘエワ スミハ,38,14199
イナヤ オカ,73,14175
ソチ ノヨネユ,34,14153
ヲウヤシ シフシ,95,14150
テシナ メタマ,95,14148
メフス テフ,88,14144
ヤケサ クウワマ,39,14138
メワユネ ナスウ,45,14119
ニチ トクヲミ,84,14111
ヤサシニ ヨモコヒ,99,14100
マヤ ナマカ,26,14100
ニイハサ シヌ,68,14100
ナネフ オケフ,84,14100
ソセニ ワウクニ,86,14100
サネヒク イニム,31,14100
キシタユ テミヘイ,39,14100
イフシ マサウホ,20,14100
タメ シム,76,14093
ヨイヌ アシク,94,14087
ホマ ウネネノ,42,14085
ンニモ ニヘ,93,14000
モサハ カヨヌ,69,14000
ミヌンユ キケ,52,14000
ハヲト イヒコイ,73,14000
ナチナ キウ,46,14000
テヨモツ インノ,82,14000
ツア ヘカ,61,14000
チテ ネチメヘ,30,14000
タネヘヲ ムト,87,14000
セメ ニオヨモ,17,14000
シマ オエエセ,32,14000
クマミ ニツ,64,14000
オイオ ケフハ,88,13967
ユウヨモ トメ,67,13962
ミネモ オヘキホ,47,13956
テンミ ユナメ,57,13931
ヲテサセ ヒヒワ,46,13900
チマヨチ メナイク,58,13900
アフ ナネ,50,13900
ケヌカユ アキフセ,64,13890
スンハ イキ,91,13885
イス カヘン,98,13880
フエハタ サク,80,13859
ワミン ノチク,23,13850
ンユ ヨテコ,24,13838
ワコアヨ メツ,77,13800
ハヨテホ メウタ,64,13800
ヌヲ イセイ,24,13800
チヲ ヘユヲヒ,43,13800
ソヒケ カタネヲ,46,13800
セスメメ コカオト,74,13800
エワハム ヒノテヒ,83,13800
クタ キワノワ,49,13792
ヤヌス ノムワモ,17,13778
カワミ チナ,23,13771
クユヌ アヨ,56,13759
ホヌン ナユ,88,13700
ヒサユシ メホホ,19,13700
テヤヒミ ヲマ,48,13700
チサニ ヒマ,68,13700
アネ スニタイ,57,13700
フハシ ネウケサ,86,13684
ヌチ ワヒマカ,25,13679
ハヌコ セケヤ,52,13661
フメ セチ,15,13656
クイクナ ヲカ,47,13652
コタミコ チヒヨヲ,42,13645
ノツ シムミ,31,13642
ウアカ モネ,72,13642
メコセ ユナトメ,93,13625
ヲイチ ヒマ,65,13607
ワマタヤ フシマ,15,13607
ヨメ ヌチコチ,89,13600
ユモヌ チヨ,20,13600
ユケ スナ,64,13600
ヤタ シノ,68,13600
モイ チタホヤ,31,13600
ムクチ マヲ,36,13600
マツタヒ ユネンユ,59,13600
ホキオト チコトヘ,82,13600
ハヒ ツヤ,45,13600
ニソ ムアト,72,13600
ナセ ヒヒケ,35,13600
ソカネ エヒヨヤ,65,13600
ケオセホ メア,15,13600
クキウン ソタヤノ,51,13600
ウアヌヒ セミシ,26,13600
ソエユオ トヌ,42,13575
オテ ヌキ,56,13566
ソク セムヒサ,45,13533
ノヨ セフケ,97,13523
ヘマ ムクイセ,84,13513
ヤテ フテソメ,57,13500
ニノイ ヨオ,25,13500
テヘユ イアツ,83,13500
タミ エヌ,37,13500
カヲ ハカク,53,13500
カツ モフソ,45,13500
カカワ イチヤシ,48,13500
フエカテ クナ,61,13483
シシツヘ エフナ,85,13480
イマ ケキネ,97,13453
ケナ ノタ,60,13419
オクヤコ ノヲウ,34,13409
ヨチ マチソ,50,13400
ヨカツヌ ヌト,25,13400
ユユソメ ソネセチ,22,13400
マホ ヤト,54,13400
マオヘノ ノソ,60,13400
ツホキ ネミモヘ,78,13400
アヒ ホノ,50,13384
ミヲフ セケヒト,79,13373
マヒ ヤトミヌ,25,13358
ニクヲ サイ,30,13338
クス ミス,74,13333
ヘヒテ フネフ,96,13305
マカミ タスツ,96,13300
ヘサキ ノカ,37,13300
フミハ ソネナヘ,95,13300
オエヲ セクウヲ,70,13300
エワトソ チスツカ,69,13300
イコエ カヨ,31,13300
アアホ サチ,91,13300
テメセ ソツニテ,39,13293
ワモスア トモムヨ,38,13271
ミネ ツクイ,81,13227
ヲヌ ワユ,57,13200
ユヤヨニ ヤカチキ,42,13200
メトツ ノテテク,91,13200
ミシタス フユナモ,34,13200
ヒツナ カヘヤ,90,13200
センア ムエ,36,13200
セウ シモナヘ,15,13200
キヌカホ イチツ,42,13200
カオテモ ヨユ,93,13200
ウマミ ハニ,50,13200
カサ エヤヲ,83,13190
ンマアコ ヘムマヘ,77,13184
フミ カウ,92,13177
ツノ ノクオ,58,13174
ニモウナ ソテシ,79,13170
ワアソ ウモネノ,69,13134
スニ ツンヲ,17,13118
ハア イモ,35,13100
コク テハ,52,13100
コメ シトアネ,76,13076
モヤ セシモ,48,13062
フヒミ ハククヘ,87,13057
メケ ネエキ,90,13044
トフイ ムヨ,39,13021
ワマ ヲモトユ,84,13000
ホスシ モンツキ,31,13000
ヘス コスマ,35,13000
チクア ンホキメ,26,13000
ケフ ソソ,25,12931
ヲキヒメ ソモシキ,93,12900
ヨクヘモ サム,78,12900
ホケ ノセンウ,36,12900
ヒヤ ヌユセヒ,84,12900
チムム サヲン,44,12900
チソ ソチハク,82,12900
チケハタ ノフ,48,12900
セス トサノユ,56,12900
エン ワクエ,24,12865
クオハヌ クフチク,92,12844
エウ ヘメ,45,12823
メマユネ ヨノホ,31,12800
ホヤス ハモケチ,80,12800
ニヌコホ スチケ,49,12800
ニクホ ヨトエノ,65,12800
セアメソ ウイ,51,12800
アヘヲウ キチニム,82,12800
フヨツミ トイ,94,12774
ミアヤ ハメヨサ,74,12752
ユフウ セサソヤ,99,12700
メスチコ カシ,18,12700
エユヒフ メシユ,23,12700
メオメユ カチオ,63,12684
ユケサ ムホマコ,82,12680
ツワタス トネヨヒ,78,12666
コメナヤ ニタ,64,12655
チフ キウ,91,12616
マムヲ ミヨコヨ,25,12610
ヲキン セキ,73,12600
ワユコ アチセコ,55,12600
ミセクホ スワ,74,12600
ヘヒ ネヤネヨ,71,12600
ヒカサ フメヤ,37,12600
キユハソ タヲシエ,25,12600
カムヤヌ ネイチ,81,12589
アワ ナハヒ,37,12585
ネナフ チムンメ,79,12551
ナユヲ ワマノ,18,12529
ヤアイワ テス,56,12519
ユマ ソンエコ,41,12500
メミチソ アエマヒ,30,12500
フホウフ ヌワヲ,45,12500
ノト トワ,28,12500
ネツツ ヘホムチ,94,12500
ツニハキ ハク,56,12500
ケフメ キヤヒハ,31,12500
ケテ カムヌサ,57,12496
モシオト ンソワ,38,12481
ムヘ ツマ,35,12466
チコソイ テヌケヘ,97,12443
ツサネ ハタ,59,12421
ヲチテサ ホマヲテ,94,12410
ンヨコ コイサス,73,12400
ンアネ オム,20,12400
ヨメ ウミウ,57,12400
ヘヨモテ ノヨシコ,25,12400
ヘミ ソス,21,12400
ハユヲソ セチヘナ,79,12400
ニマムイ ンナ,71,12400
ツイ ニアミ,88,12400
ソキソ アヤ,18,12400
ニテク クモオヒ,90,12350
ヤンネ モセヌモ,47,12308
ヒハフヨ チヲヒ,80,12300
ソマ イユメサ,60,12300
セヘ ニテ,41,12300
スヘワ ワコクナ,94,12300
メフキ テツネカ,91,12295
ケキコヤ ケオ,88,12293
ヨタ ハク,71,12261
コメンミ ムニヌト,30,12215
ノセ ンシ,55,12200
トミシト ケヌサワ,48,12200
ウンニケ ヨサ,50,12200
トモオワ セスキ,95,12162
ユア ヤミクヲ,33,12120
ワフ ヘフワ,65,12100
ユカヒワ セユ,64,12100
モツ ネミ,63,12100
メコネメ メオ,86,12100
ホミタタ セホトニ,46,12100
ヘヲ コフタ,15,12100
ハメナユ ンメナナ,92,12100
ニスノハ サウオ,30,12100
テソ トシ,38,12100
クミフア ニカマミ,81,12100
アヨンサ ヨオタク,15,12100
テツヒ ウノ,95,12083
ヤコ チフ,85,12043
ムイエ ツツ,82,12043
ンヤ タテ,22,12000
フシ スハナチ,98,12000
トニマワ スキ,38,12000
トサソケ トホケタ,58,12000
セモヒ ユクセセ,34,12000
イメ フネチカ,90,12000
ナセ イテケ,28,11979
メツウ ソエス,64,11974
ワエ ンマ,46,11965
サモアマ カス,80,11956
スフ ヘオナ,36,11951
アイヘエ モミテ,59,11914
ムインワ タン,36,11913
マメク ステヌナ,97,11900
フホカ アテ,22,11900
ノノチ チワテツ,94,11900
テマツヤ コホク,29,11900
ツネフ ケノン,59,11900
セトテ ユサヨ,99,11900
カキスメ ヲチ,46,11900
カンメユ ミヨシホ,64,11868
チワ スサクケ,23,11866
イヒ アヲヌウ,64,11866
ヤケハク マヘ,66,11801
ミヌツ ツキウ,71,11800
ヘフフフ ナタケ,41,11800
ヒイホユ イシ,35,11800
ハイン ユモ,67,11800
ヘメヤヲ ネス,16,11771
ヘアヒ ケウ,86,11700
ヒウノ ヲセス,56,11700
ニホフケ ヌホト,85,11700
チセン ヤテセシ,59,11700
スオソナ セマ,67,11700
