名前,商品名,注文数,合計金額
ケモム ミノチ,ap10266,1,29537
ンス ムエコツ,ez11238,1,14212
ヤメ タハセ,dr11782,1,114600
ヲケモメ エネ,dp11130,1,65714
ヤホチ テモキ,ak11287,1,33981
シカイ メフユセ,ta10628,1,26796
イヤニ メホクネ,ad10712,1,61000
ネミタ ミンニイ,du11323,1,49734
ノコミ ケフ,bb11865,1,70900
ントセミ クエヨ,kr12284,1,61761
タヘヘ カキ,lq11069,1,65220
ヲス トモ,vj12295,1,11000
ヲネス ソケヲモ,dc10220,1,93200
ヌニシイ ノクユヤ,up10722,1,91300
チイソ ニオム,lp11656,1,46201
チカコ ツイウヨ,bq10851,1,87946
ナキワケ オノホム,na10197,1,55600
キオンク ンワト,fi12498,1,45748
ヤソ フネチイ,sp12831,1,57990
コチキ エメフ,hc12163,1,124200
ワナアヘ ンス,tf10051,1,50115
タミコケ サキ,cb12922,1,62700
ケコ マスモ,lk11026,1,39400
ヤノテ キソコヤ,bn10169,1,65900
ハツホハ イヒフ,uf10309,1,96700
ンヌネ ヨフニモ,gr12946,1,53700
ツウ ンカウ,ty11571,1,46971
ヌセコ ニニテ,pv11869,1,80500
トホスイ メモネ,dc12799,1,19400
クイヌ ホフナ,en11787,1,55900
ヌツタ ユノマ,iz11176,1,25318
ムモ ムヒ,gz11722,1,36100
エニヘ ノナミ,wm12772,1,94900
ワケ スエ,be11924,1,105087
ツヨ オウトウ,uk11066,1,50000
スカト ヒヌマコ,iq10983,1,62700
マフ ウマニ,om11340,1,41100
エヒテ イヤ,om11216,1,50976
メマト ンウホ,mk10788,1,35700
イヨサホ ネンヨノ,ss11266,1,100776
ハツ ノウ,uw12340,1,73270
ノワ キネ,yi10182,1,71981
メヌ ヤハノ,re10278,1,42000
ワツヨム エンイコ,lk12232,1,83400
タンヘ シヲカ,zz11549,1,100000
ヲトミ サムモ,tz11711,1,61800
フスヌワ ハンスネ,dq11593,1,56200
フヘカチ ツホ,uf10309,1,40800
タホユ ンミヘケ,ut11229,1,82700
ワトテナ ンキケ,dg11467,1,131113
ヌヒシ ナクハ,wq12628,1,162500
シノハハ ヌン,ab12011,1,55100
ハニ シセセ,zb10473,1,66462
ヌコ ナテ,uw12206,1,53774
キタヤエ ヒクヘア,ye11226,1,67100
アトチ ホナカ,xf10504,1,78251
シタマ ナイミ,fi11885,1,61689
ワテ ワハトオ,dh11820,1,39500
アノケオ シヘ,xw10575,1,16000
カノカ ハシソン,mk12618,1,52700
カタ ノキ,ns12181,1,47100
ヲナソ メア,dp11130,1,68300
マユ ムヒンネ,ab11904,1,40500
ワヨテミ ノナ,vv11830,1,38600
キヤ ニカタフ,pv11129,1,36998
ミノミサ ツマハ,ug12804,1,107218
ワメヨ イヌ,qq10739,1,43800
オナ テユマ,py11000,1,90200
ナユミ セクス,vs12301,1,63400
ヒムウ ムンワ,yq11680,1,49714
ントセミ クエヨ,qq11194,1,61761
ンヤ ツネチ,gh10050,1,85500
トムマ ミモ,kt10092,1,84100
ツウハヤ イコサ,xq10854,1,68644
ハキソ ニニオ,vd11244,1,33100
スヲ トソキム,ua12370,1,61400
ネヘンネ チヨ,nl12908,1,65600
イホウフ セネ,uq10953,1,52700
コカツ シヘタ,rd12085,1,43095
ワヲキネ アヒヘハ,fw12481,1,35000
フウワメ ヌユン,ov10637,1,94100
エトチヒ エモフ,jp12788,1,29800
トハセ ノキ,dr10038,1,52574
キヒ マカサハ,fk11186,1,41270
ニス ミア,dv12821,1,59733
ヌトハ ヨウ,se10429,1,34100
トアシチ チユンシ,xv11089,1,28400
ミメナオ スミヌ,kg12920,1,70700
ユチ シエサ,co12267,1,81050
ヲナ コヘ,yy10727,1,20200
シフ フセ,rd12407,1,42500
ノチノヲ ヘタ,vz10754,1,54209
カム モハタ,um12630,1,25100
ハンネ ヲエネオ,ez11238,1,79400
キネフヘ ホムヌホ,lp11656,1,76707
ササユム ソキ,ol12385,1,77900
ユナカヤ ツヒ,ez12195,1,35900
ノニムイ コスキホ,ra10635,1,92100
マウシ ハヨ,pk11019,1,15843
イヒハヌ マシワ,um12190,1,43210
キソトノ スムナチ,iw10633,1,27400
ニシヲカ スス,tw12595,1,19620
ツクヘ テヌキ,sa12338,1,68000
スニタヨ オアコ,zu10022,1,55489
セトナ ムマケ,wj11094,1,70400
キヤヤ ヘンチチ,ie10446,1,86100
セヌヘモ ヲトコク,ex11517,1,93000
エホ マタ,sg10673,1,28900
フオヒユ ユホ,zw10834,1,89013
ヒネ シウ,ag11184,1,78677
コキアニ マフミ,wg11036,1,50021
オホム ケネト,nt12830,1,77600
ケシツ モユ,vc10824,1,45500
エムソモ ウヤ,wa11474,1,118360
スクケイ マニメハ,mv12237,1,67100
ミケト ウケウ,ku12872,1,55245
エエ シケト,df10447,1,133600
ナナハケ キノチ,yu11494,1,96300
モアマ ナカ,pi11962,1,56726
ヤン ネカヤ,uo10599,1,89800
ヘホハ アワカ,bi12674,1,42800
ヨワユト ヒケエヌ,np10372,1,36872
ナキ ヲケ,gw10687,1,58300
ノテワ トソ,fq11935,1,27300
ンフ テノ,ty12980,1,37700
ワトタ キムフヒ,ra12065,1,35551
ンウメミ ウニ,ld10495,1,31500
ナヤヒヲ モワメ,mv12670,1,93126
オヤミ ツナユア,rv10764,1,58740
ムイヤ ナト,rc11555,1,64496
ヤヘ ヒホコカ,hw10461,1,61100
ノン ステイユ,uy10951,1,77416
ホマノ クンケ,zk11900,1,23300
ヲサヲ ネエ,mk12618,1,75800
ムソ オミ,gc11829,1,29616
ツナ ヨヌケ,wd12954,1,115600
ヒマ ヲイチ,jo11981,1,13607
ンシ セテ,id10032,1,32451
タヨヌ サヒハニ,wc12196,1,62700
ンセユ モイケ,gq12658,1,61841
ミチアヘ キヘムキ,gf11306,1,62200
ノサソ ノカナホ,db11794,1,44500
ホソ ワヨンテ,by11305,1,44800
トセ キチ,qm10352,1,116200
ナホシウ ヤユワト,ph11349,1,57900
ヌサユア ヤミテ,lk10589,1,18770
ムホコセ イヘテ,da10908,1,42200
エソ ムミワシ,wb11222,1,62300
ムコキ ナエウ,ri10622,1,91600
スエ サヒチ,vw11187,1,29945
ヲチ ケマ,cm12258,1,54000
テヒシユ サミ,tt12769,1,48100
チニ ワキ,bp10477,1,57800
ニシヲカ スス,oz10295,1,19620
ワタキ タケヨナ,br11697,1,26905
ヒセソタ セマホミ,rg11741,1,50800
モヨナ ケキ,ue11383,1,19447
ヒム アヨチマ,ba12457,1,36300
メスチ ヤタ,rj12568,1,71100
ウヤシン マワト,hn11203,1,63500
ユヘコキ ナヲシ,oj10734,1,60332
ソコ ヤマン,gc12332,1,32100
サケンミ ウミミ,xw12111,1,37666
ケコサイ テクエク,yw12637,1,65311
ネワナヲ ホキ,yz10078,1,37800
ソキ イヨモイ,zd12421,1,66200
フメユ タワ,ow12940,1,23790
ヲフイナ クミ,bb10850,1,46200
ノイフフ サマユム,qs10657,1,114300
フヲオヲ ナノ,si11239,1,50800
ソシハタ フサニ,le11878,1,77440
スツサ ソツチ,xs11011,1,47666
ツスキ サユスコ,uv10490,1,96840
ヌナト ホウサ,vt10639,1,63300
アイ ソユハ,wf11374,1,37921
ケマ マイケサ,ph12233,1,92200
ワア キホ,bb10880,1,33303
クミ ヒネス,me10553,1,41257
ツヒ アテ,mz11083,1,71200
ヲミノ ネヤ,ry12058,1,104800
マイ コアネ,go10736,1,68995
オトユ エワイス,ip10724,1,36900
イモモ ネサユワ,wl10403,1,54818
オニケ ニヤ,tt11793,1,56100
ヨアホ トタヤ,ix11662,1,58636
ムマクカ ヘオ,mv10630,1,73400
ントキホ ナネハ,xi12271,1,66300
テウテ カコテ,hw10190,1,74400
ノタイ ホタ,aw11608,1,39323
アフセタ ナナヘク,le11878,1,58200
ツホチ ケヒソ,fs10533,1,65800
ヘキヘカ カカミワ,wf11973,1,100500
タワ ヒナ,br11434,1,58900
メタヒ エタコフ,lr10467,1,28500
テテ クマエ,ti10217,1,22900
ムソ ナムエ,gt11537,1,45200
アオモメ ユミク,ti12701,1,49800
カヒモ ミカマ,mv12670,1,55100
クモ ヘイサ,vw11888,1,50900
ヤコオ ニタヒハ,oy10827,1,41600
ンヨ ムエフ,iv10677,1,56400
カスハセ キアハト,zb11303,1,56339
ネネオム セヌエチ,zf10563,1,65800
キア エス,gg10291,1,84200
エソ セトセ,en11476,1,39500
オネ ヌウヲ,nk10148,1,67100
ンホ オムキ,re11347,1,38539
ネツヒソ ワハム,zn11208,1,37100
モオホ クヲ,pc10098,1,96600
ミヲ タケ,sl11982,1,40600
ソフ シワオ,yp12357,1,39700
キムマコ カク,au11546,1,53500
セトコ ヲホエト,mp10928,1,55112
ソチソワ サミ,it10698,1,76800
ワユウノ シホソ,sc12866,1,31100
ケネ カフヒヲ,gc10917,1,26523
ハエ セミ,rj12514,1,69600
メヘ ノヌサ,fl12755,1,96700
ムハ トフウ,vt12970,1,98700
ノハヲ ハヒアコ,iz12882,1,40900
ニシ ハヨメノ,al10654,1,38900
マステメ ワコ,vz12353,1,18962
フテハケ イアオマ,ia10550,1,57000
ヒスハセ テワネ,bs10417,1,112193
サヘチ ノン,bb11862,1,60600
ユサソス イントス,il10323,1,46400
クソヌ クサク,th10605,1,92600
エンコワ ミホセ,zo12682,1,50300
ウヌ ヒヨワノ,zg12900,1,40483
ホフ ヲウナイ,bl11556,1,49296
コヘ セモ,yq10049,1,96100
ヤツチ ワク,lr12207,1,28560
サヤウヲ メヘムク,nr11034,1,29920
ツスオ コアヒ,fm10586,1,104700
アエ メヌテ,dj11172,1,24415
ノニ シイヨイ,vt11485,1,81000
サツサ シイフエ,uq11429,1,43200
ヒオサイ ウナコ,ip11412,1,108300
ノヤウ ミテ,uq11107,1,44800
ノタ ケナ,nu12160,1,13419
ンタ ヤヲ,sx10362,1,53000
カメ ユンタ,er11980,1,29770
ヌヌンツ テト,cc11153,1,44616
ミヲ タケ,gf11179,1,40600
ニモクエ メユニネ,et12014,1,35700
ナツ ンエネマ,uw11592,1,46200
ナヘタケ ヲニネ,rs10681,1,81400
ヘコノヨ ヘンンニ,cn12751,1,41200
アノ クユ,mh12131,1,89900
イタ セトワヲ,bl12454,1,23200
キチコケ アソワ,yy11462,1,57300
ヲメ トエヌコ,os11396,1,38500
エメス ノマ,jw12184,1,43600
マミヌ ハホフネ,gf10999,1,57464
ネヒフ エハハ,np10039,1,66600
メカミ オンカハ,kj10683,1,107100
ウホム サノトノ,ol10554,1,37700
イメ ソハヘ,bs11551,1,55503
テニ ヘメソ,nn11141,1,4172
セセオカ ミエ,fd11926,1,80224
タテクテ ヤトミ,kg12920,1,35900
コノンシ セキ,pu12098,1,74000
メア イヤ,ts10358,1,53145
チメトセ ヌト,jl12033,1,53600
トタネ サト,di11568,1,62556
サモ メニ,ix10402,1,44267
ヨテ ツオ,vt10892,1,22500
ヌイ シン,vh10141,1,30100
エタアユ ウヨ,ux12220,1,65900
ヨワヘ チメ,nj11842,1,56200
ヒト クセミ,cl11725,1,49700
クヌモチ カヘマヤ,ck12041,1,84455
ムナ ナナシヒ,jq11945,1,65215
ホアヤニ ムサア,fk12703,1,87855
タウ テチト,bo10534,1,73800
アワワ カヘニニ,cs12725,1,70832
モン ソス,ta12815,1,56100
ヨス ツモ,za10055,1,76948
メエ カヨヲタ,oc11284,1,25300
チカコ ツイウヨ,aq10143,1,87946
テシソネ ユコオ,dw11994,1,67200
ホス ワクツム,vv12619,1,62300
ヘワフヌ セア,ls10432,1,39900
ヒヌツフ テホミ,qc12437,1,85500
ナユケサ スク,xa12572,1,22664
テマ ハケ,au12382,1,34842
ソサ ソオニ,cj10819,1,124800
ヌヘナモ シヲヒス,st12523,1,63600
ホフ ニサネソ,yh10965,1,60744
ネヲス フツ,ph12233,1,43500
ホテヒ ヲメシコ,vb11506,1,111200
アノ チモオネ,ua11012,1,61484
ススアノ タク,cp12019,1,74200
タカカン ソク,rr10608,1,65816
ニア セエコ,mc12268,1,9598
サモソ ウサオク,oi10219,1,40628
シメウソ ヌチナケ,ci10529,1,25386
イキナ ケサツ,gw11988,1,50483
イヲウオ ヲヌフモ,se10429,1,42230
ネワモナ ニス,vj12295,1,50238
ヒナナエ ノセコミ,fh10792,1,47500
ウムンフ ヒヘ,ff10991,1,29038
メウスン カメモ,zf12215,1,44900
フワヌセ コカ,ay12372,1,56000
コフニ エサホ,ts10358,1,50900
ヤケヤソ シユ,ie10655,1,44700
イカスウ ハア,oy10357,1,65400
ユヒワ イネコ,fv11504,1,41020
タホノ ニフン,ua10507,1,51427
カフ ニセヲヘ,gq12287,1,60000
オテンイ テカイ,bt11500,1,81600
ホニ ヒヘムノ,ho12355,1,48000
セワ ハヒス,ld12805,1,34018
ノヤケエ ソオコア,td12841,1,79100
ケム モウムコ,iv10680,1,17200
ヘホマ タソヘ,mm12729,1,35300
キエ メメ,fk11008,1,28548
タサモ ツユフス,hl10704,1,23400
ネムメク ナム,fa10250,1,52569
ヒタホス ノメワ,ls10432,1,68800
オメ ヨユキニ,ay12372,1,61300
シイ チイノ,mm12975,1,33253
ミユ ノナキニ,np11909,1,32156
フハツソ ユムイ,zr10545,1,47300
ツオフソ フウ,wx11607,1,23642
キタヤエ ヒクヘア,zz12059,1,67100
ノニテ イサ,uy10951,1,53000
ウマ フニマ,ku10836,1,70800
ヒホン ヲハ,pr12117,1,77848
フノイニ イソ,br11697,1,31700
ワシシセ ウアナ,cm11333,1,50200
ヌミコナ ヘク,my11353,1,49266
メチ テス,nb10004,1,56800
ツンニ ンタ,hb10486,1,111100
カヘ ワエ,ca11622,1,56800
モヒモミ ヌチワ,ip10154,1,60400
ムシトン コセナ,er12046,1,56000
ケウ サクミ,um12630,1,35400
ワネニヌ ヒエマ,mb10931,1,33013
ネママヨ ハハオク,gr11666,1,69400
ウナ ママスウ,ph12233,1,10800
モミア クヒノ,gq10213,1,57700
オフン クネシン,mh12633,1,28800
ミタ セユ,vw11888,1,62160
ホンケニ ヘソ,ot10945,1,15800
ヌツ セセ,ft10084,1,73308
ヌセノ ケント,lh10552,1,68804
ワモエ ユホ,mp10928,1,71100
ワトフノ ネヨヌ,we10903,1,91500
ウヲ アツ,iq10983,1,38200
アコシ カナ,gd12544,1,85200
ヘヘ アヒハ,wa11946,1,36400
チイ ツスヨヲ,eu10474,1,63302
ホアヤニ ムサア,lm11761,1,87855
ソクアホ サヲヒワ,aw11608,1,9793
ンキサ メハセ,fh11896,1,25843
ケネオヤ ヘクネイ,mq10435,1,62842
ケソウ カメ,sg10538,1,127220
エキウ チセニ,fk11008,1,36436
カサンヤ カマ,df10447,1,48629
カハハ ヌカ,uq12602,1,54849
モフト スクオ,vv11850,1,41300
ヘハキ ヌト,qr12665,1,48518
ハウ マウヨサ,ov12721,1,18984
トフ ノクフチ,aq10143,1,23900
マモヤ ヌハオ,ny10012,1,49700
フタ マヤア,cg11735,1,33171
ケサミワ シヨヒフ,qm10493,1,61300
ムホキ ヨメトセ,lc11257,1,32600
モウ キシシヨ,ob10536,1,38300
ハイ トキネシ,jc11180,1,37500
ヲテ ヌエケナ,hh12028,1,43123
マム イミエ,aw12748,1,81300
ヲオ エセ,na12694,1,47036
セヌヘモ ヲトコク,gp11074,1,93000
メナイ ヲコウ,hx12225,1,75600
フシソユ ムナエ,lj10166,1,47300
メア モノ,fg11575,1,38793
フミテ アモ,mo11117,1,46900
ハタ ハナノ,uw10714,1,72000
メホシホ ワヤメホ,yk12564,1,37886
ヲセオタ イヌ,oy10926,1,28900
ツチメチ ニトワヲ,th12025,1,54400
サネナ タタエ,ma11342,1,45100
ナオム アオツエ,uy11615,1,54300
アワワ カヘニニ,jz12579,1,70832
フツユ アヨエイ,pf10942,1,17236
エタイ ンヒヨ,qm10352,1,30500
ヘサニ メヲサフ,be12802,1,71603
オツイン ヨキ,jx12164,1,43900
ナヒニ マホ,ek12576,1,53000
セニ ホヒソ,rv11269,1,41500
ツツ チホネヘ,mb10931,1,24400
ヌシヤク タヨヨ,fw12475,1,60663
アフ ヒキノメ,ev12229,1,27029
イヤトセ オク,am10752,1,87100
エウヘ ンキチ,nn11141,1,38100
ツクヘ テヌキ,js11049,1,68000
タイ エノヤ,bi12309,1,52604
ネモワヒ ミホコヲ,zr11088,1,46300
サオワ ンナオ,mx11581,1,46300
チイソ ニオム,rp11101,1,46201
ムシカス ヘコン,yy11984,1,95244
ヤカエノ カイケヘ,kx10943,1,55900
ノフ チケハタ,ez11441,1,12900
タスメモ ノアヤ,ye10947,1,62693
アコネ オト,ty12928,1,32223
ヨホケ オツホハ,lo10603,1,39900
ユコ ソキオマ,kt10531,1,68713
ケヤ コセア,nu11609,1,80000
テナ チネ,gw10687,1,71600
インメケ ミイノソ,qe10567,1,37492
シヘカノ メエタヌ,km12126,1,10400
ンケヨニ エフヨマ,um12630,1,59178
ユヲヲシ ミヲコミ,ma12589,1,25160
ワトフノ ネヨヌ,fy10573,1,91500
ヘサ メマムン,mq12334,1,57100
トウワ ホニタヨ,ib10957,1,32200
ケンワ ヌク,sl10366,1,73100
ネソヌネ エイツク,es11285,1,35298
フヤキ ミス,zf12215,1,67700
オキ ハクタエ,um12190,1,79900
ナスキホ ネヤヤ,nm11979,1,110368
ニサミホ オネエム,ue11715,1,39200
チオイ シムニネ,gv11075,1,103300
ヨテコ ンユ,bd10411,1,13838
ヲセウス ヒアモフ,ai12904,1,36518
ソミノハ ワシヤ,ch12422,1,26605
エソ ムミワシ,js11199,1,62300
タスセミ エヘネ,il12221,1,108200
イイヘ ンアネツ,gf11577,1,65920
ムア コマフ,ks12501,1,22601
マイ コアネ,ru12648,1,68995
スニタ セキサヤ,sl10786,1,67300
フマ オシエミ,uw11592,1,84800
オナ テユマ,jv12555,1,90200
キタメ フノ,fk11759,1,33533
トンミト ヤハ,vz12001,1,33100
ミト カミホカ,cp12626,1,64069
マメチイ ヒユ,hh12028,1,101800
ノエヲオ キミヨソ,ok10865,1,67489
メチ ヘオ,je12644,1,33000
スハフハ ノマツホ,fo11013,1,51500
チユタン ンヘメ,ap10025,1,23270
ミエフツ イスシケ,kv12865,1,25900
ヒニクチ シヒワム,sy11404,1,57700
ヲンヨ ヌオム,qd12042,1,59900
ケツエカ ヤムスハ,vi10054,1,47100
ヘワ ウヨウス,vq11874,1,58700
エスヘ セワモウ,qe11068,1,27200
ワネニヌ ヒエマ,oo12818,1,33013
セヌ キメ,xf11270,1,90600
メイワテ コカ,iy11267,1,53700
ヘヌ ヌチ,cr12491,1,40248
ムヲマ ソツナセ,er12046,1,53500
ンンクニ テカ,jr12305,1,46238
トミ コミナク,tt11793,1,35900
ンスシ ホメソ,oc10425,1,84700
ケムサタ セキユ,fz10385,1,81400
ムノ ホユタ,se10429,1,43500
ヨコサノ コヒオス,pf11818,1,30300
モオホ クヲ,nl10600,1,96600
テスメエ ヘオナミ,cn11790,1,46400
エノノミ ヨウナチ,cp11881,1,60000
ヲオサヨ オスチ,rt12103,1,52900
ソユ ナア,lm11761,1,38200
ツウ ムスシ,cq12740,1,43700
シン ソキハ,tr10820,1,75300
キヌ ヘフサヌ,qo10915,1,41133
カヌイ エム,ff10604,1,85163
マチマケ シネセヒ,xt12192,1,97083
ムイヤ ナト,yc12689,1,64496
ヲミ フケハ,bm11792,1,63758
チト ヲヌ,tb10236,1,61900
イト ソワオサ,yi10182,1,76400
イサン ウウス,pa11311,1,73424
スクホ チキ,zr10545,1,51400
メエヤ ハツ,qx12612,1,49400
サチア クヌ,uk11066,1,55000
ワヌニソ スサ,aq10191,1,26200
ヒフモ ノマモソ,jg11427,1,125300
ンタ セフンア,oy12545,1,49142
イユミ オムクツ,js10506,1,107700
フネ フアケト,ge10395,1,58950
クネエ ソン,ya10521,1,10564
ソイ ンケ,kh11627,1,29300
ワエ ヘソン,dw11173,1,71500
テワワネ ヘハ,gk11045,1,51456
ヌシヤノ ネユノ,qq11194,1,21198
サナ ウアオ,tp10648,1,83200
ハヒ ミホ,yz10078,1,76500
ヒタ ソノケ,jl12033,1,42378
ヘニ カフハ,mq10274,1,37500
チヒノ ヲナオ,lx11406,1,61319
ニママア ニメユナ,wv12297,1,74200
カエ アツハミ,vq12503,1,59294
テヌケヘ チコソイ,kp11324,1,12443
トワコニ ケホエ,hk12510,1,34536
ケタフ ヤチソ,js10506,1,59883
ミヤテユ コヤンホ,sr12683,1,103856
ヒキンス モアサ,zq12607,1,39500
ホミタム エケス,ir11917,1,51600
スカト ヒヌマコ,yw12764,1,62700
カキ ウニム,nh11063,1,132700
セヒンケ セケハ,dd11422,1,44235
キミ ネヌンヌ,ug12804,1,74606
メニト ヨカム,wl12653,1,37785
ナハ ウクモキ,ku11948,1,77000
ヘカス オシ,vu10178,1,35743
ノヨキ ヘセホワ,nk12482,1,84800
サトモク タカツミ,fm10586,1,39245
ヤコ チヲキ,kk12583,1,67500
ワツタヤ ヲモモテ,bu10103,1,35464
クミ ナチナ,qz10316,1,98555
ワツサ ヌノヨ,um12190,1,74800
ヲオ オネキモ,kd12081,1,54318
ネイ タスウ,go11968,1,69700
ホコケモ ヌウウフ,kg10350,1,106500
メニテ ンノオ,ag10732,1,30300
ネキ ヘサ,yq10049,1,40500
ヘナ ムエチノ,qk12405,1,36400
セフア ソムチ,aa12330,1,42130
ネヲ ホソヒン,ok10865,1,55703
イシモ ヤミア,yn10583,1,37355
ヲアヤ ハオ,ns12174,1,67047
メテ ハムヘ,eo10246,1,68817
ツワノ テコウシ,tx10136,1,58626
セコハ スヒ,hx12225,1,86951
オテンイ テカイ,zg11849,1,81600
ケン カオムイ,ac10841,1,17900
ニクモ フワ,uk11965,1,53400
