名前,地区,年齢,合計金額,百円単位の四捨五入
エホエ オテオヲ,山形県,56,36407,36400.0
ユヘ ナカユニ,徳島県,94,43806,43800.0
ヒシイ テニケ,山形県,41,28600,28600.0
オイネク ソツヒイ,山梨県,67,56899,56900.0
クメフ スセ,青森県,88,28200,28200.0
コフ ヲワ,新潟県,49,26231,26200.0
ヨイソテ タト,秋田県,40,52000,52000.0
カアチ オニヌノ,東京都,50,45000,45000.0
マテ ナエ,大阪府,32,42700,42700.0
ヘンスフ イウツ,新潟県,52,24756,24800.0
メスチ ヤタ,秋田県,51,71100,71100.0
ウメマア チオネキ,千葉県,56,96800,96800.0
チツスシ ホモ,岩手県,73,61700,61700.0
ヤマサケ チスイヒ,大分県,29,79381,79400.0
トワチタ ムコ,滋賀県,55,64900,64900.0
アマ ユハワ,鹿児島県,55,41500,41500.0
エミツヲ エマ,徳島県,96,34831,34800.0
ヒアコ チヤ,奈良県,51,59300,59300.0
ユヨチ マヘソ,長崎県,67,32800,32800.0
トエ エクニ,宮崎県,49,54700,54700.0
サヒチ ネナノメ,宮崎県,18,30000,30000.0
ツソネ モウマイ,埼玉県,75,36261,36300.0
ヤワヨモ ヤク,岡山県,20,94066,94100.0
ソヨヌオ アソワヨ,宮崎県,34,29771,29800.0
ニタトソ ニト,島根県,51,66680,66700.0
ヘテワ コヌ,鹿児島県,42,56169,56200.0
ヲカ サツキ,佐賀県,57,56800,56800.0
アヲ ネテユセ,鳥取県,67,25208,25200.0
ミキセ ミハカ,沖縄県,38,60400,60400.0
シン ワナセ,愛媛県,47,43200,43200.0
ヌメ フウホ,島根県,34,25300,25300.0
メンチ アトミヒ,熊本県,69,50828,50800.0
ムキン サムヲ,長野県,21,34737,34700.0
モコヨ フヒメム,高知県,24,49100,49100.0
モムニセ スハク,群馬県,30,35056,35100.0
ンメツヌ ムシス,山梨県,23,51500,51500.0
ネヤシヤ フユ,群馬県,45,72800,72800.0
イネ チセヒテ,富山県,17,32000,32000.0
ヤネ ヒエ,滋賀県,81,22800,22800.0
クセカホ ワナノ,長野県,44,90400,90400.0
コノノ モキ,長野県,78,55077,55100.0
ホソノフ ヤオソ,兵庫県,59,29800,29800.0
ミワテ オス,佐賀県,31,51545,51500.0
シコシ メエナヲ,高知県,80,48051,48100.0
マケ ヌメチミ,愛媛県,75,24700,24700.0
ネコ フユオ,大分県,61,42100,42100.0
クサセ ホニト,宮崎県,59,26371,26400.0
ハクソイ コフ,東京都,66,42900,42900.0
ヨサ エホキ,神奈川県,95,50600,50600.0
エヒテ イヤ,富山県,76,50976,51000.0
ホツ チワイン,秋田県,74,34800,34800.0
ワヲオ セナテ,愛媛県,20,51968,52000.0
ユヨイ ホハワ,静岡県,24,22100,22100.0
メス メヨオ,島根県,96,54200,54200.0
ツヘサ アムメ,沖縄県,42,45500,45500.0
セキ オフンム,千葉県,73,78600,78600.0
ヌオシヌ イヤメ,島根県,54,81700,81700.0
ウオ エツネヘ,東京都,34,24800,24800.0
ヨヒト キヲマセ,宮崎県,63,48874,48900.0
アツテア フカイ,千葉県,74,45966,46000.0
テテタ ヘノ,栃木県,53,57000,57000.0
ンセキ ツケヲヤ,徳島県,25,49748,49700.0
ミハモ セテ,奈良県,87,53800,53800.0
ユエメ ソネ,岐阜県,56,79734,79700.0
キヌソシ テセス,大分県,45,30259,30300.0
ミヒ セヌヘヘ,三重県,19,50200,50200.0
ヒイオウ クツ,香川県,17,33900,33900.0
コヤヘ イユ,茨城県,68,80200,80200.0
トタネ サト,東京都,91,62556,62600.0
サヒホフ イユウエ,広島県,90,77442,77400.0
シワ ケノユキ,大阪府,99,76600,76600.0
ムケヲミ ヒクモ,福岡県,29,87600,87600.0
オマ ムマ,茨城県,37,47500,47500.0
ノテモキ フトモ,山梨県,92,57800,57800.0
カヌユ タナン,福岡県,35,30800,30800.0
スサヌマ ミチン,栃木県,89,33300,33300.0
ワホチニ フメニネ,滋賀県,33,40000,40000.0
ネナモ テナシ,和歌山県,26,33300,33300.0
ユモタ ハヒキテ,徳島県,95,77700,77700.0
ムテ ナミメ,東京都,22,51700,51700.0
タコア サソヘ,山形県,40,79100,79100.0
シミホミ ヨマテウ,和歌山県,91,39841,39800.0
ホミタム エケス,熊本県,76,51600,51600.0
イノ ツユ,鹿児島県,64,79600,79600.0
ソネカ ヲサイ,千葉県,64,29294,29300.0
ケハ フスケ,山梨県,70,30471,30500.0
トトン ミソ,高知県,44,54768,54800.0
ヤイト ハヒキ,徳島県,54,41500,41500.0
ケフモヨ ソハ,高知県,41,49056,49100.0
ネク ソアホミ,徳島県,37,46600,46600.0
シナナ モアツ,徳島県,67,78200,78200.0
ハワウ ヲン,栃木県,50,37200,37200.0
ツタ サコ,山形県,66,49766,49800.0
ツハ ワチト,神奈川県,89,31531,31500.0
ヲヤシテ ヲキマス,埼玉県,69,88953,89000.0
テメソヲ コワ,福島県,54,61883,61900.0
クソンユ ムヨ,鳥取県,50,27000,27000.0
ヌヲ ホマト,東京都,79,30300,30300.0
カサナ キケセフ,青森県,83,33816,33800.0
ノネ メヨシ,長崎県,65,46400,46400.0
ユメサ ヨフナ,岩手県,93,55900,55900.0
ヨハ カトヤク,岩手県,42,29800,29800.0
ネスサテ ヒクトメ,岩手県,97,28889,28900.0
トエカエ ニシト,滋賀県,44,40500,40500.0
マヲカケ マヲキン,和歌山県,68,35800,35800.0
テホオ メメカ,岩手県,67,83355,83400.0
サフ タス,岩手県,74,38990,39000.0
ムヨタ タタ,青森県,38,20100,20100.0
ナウ ネホマ,埼玉県,90,34200,34200.0
カア ウヤ,島根県,30,43000,43000.0
コフツ ウホン,山口県,17,27900,27900.0
ヌサ ヒオ,埼玉県,41,62500,62500.0
コメオ タツ,岩手県,34,36221,36200.0
ヲコミタ ツシノ,鹿児島県,64,26032,26000.0
モヲネヨ オヲ,佐賀県,73,33000,33000.0
カムアユ チユチ,京都府,28,126700,126700.0
ハヒ ミホ,島根県,75,76500,76500.0
ナヨ ヲツ,徳島県,80,52040,52000.0
ワコヘシ ホヘツコ,奈良県,46,48200,48200.0
ツスキ サユスコ,愛媛県,21,96840,96800.0
テテ クマエ,大分県,84,22900,22900.0
コサス ヌキニコ,福島県,55,34200,34200.0
キキ フシ,群馬県,68,23400,23400.0
エネメ タシ,沖縄県,94,86200,86200.0
ユヘコフ ニトコキ,山梨県,52,68500,68500.0
トタ セセハク,兵庫県,76,59700,59700.0
フコツ ニマニ,広島県,27,30500,30500.0
ムエヒワ ノヲ,山形県,76,85900,85900.0
コマシメ ウユ,長野県,16,74400,74400.0
ミヤ シヒヨ,島根県,20,29200,29200.0
モヌ サネト,宮城県,42,42900,42900.0
マイ コアネ,奈良県,68,68995,69000.0
ヒトワ サン,千葉県,81,58800,58800.0
ケネオヤ ヘクネイ,岩手県,33,62842,62800.0
ヲチ ケマ,三重県,89,54000,54000.0
アフメオ ネヨコヨ,香川県,71,29855,29900.0
エヤ フマコサ,神奈川県,51,50300,50300.0
ソウフネ トハソテ,宮崎県,99,46900,46900.0
ハク ンケキ,佐賀県,34,52900,52900.0
ンミスオ アニ,三重県,18,35621,35600.0
ユテニ ニユマワ,福岡県,81,61077,61100.0
ホメツ メワアヌ,和歌山県,45,40000,40000.0
テコチヨ マエホメ,山口県,33,57800,57800.0
ケアニツ ヌメ,徳島県,28,51400,51400.0
ケメムセ チトカ,鹿児島県,37,104979,105000.0
イセヌエ ニヲ,鹿児島県,80,22291,22300.0
コエナ キト,和歌山県,65,24900,24900.0
ホミトキ ウヤムツ,宮崎県,69,51598,51600.0
クツニ ホヘ,茨城県,27,34100,34100.0
ノチヒ カネンキ,滋賀県,94,61298,61300.0
ケウツ タミホワ,青森県,65,28500,28500.0
シナタ ムヘヤヤ,栃木県,67,45800,45800.0
ンネテモ チフ,茨城県,56,24900,24900.0
マカヲ ネマソ,和歌山県,85,71900,71900.0
ンケサヘ クカヌヘ,広島県,99,25000,25000.0
ホヲフク ヌト,群馬県,57,41589,41600.0
ニコケ ヲシカ,愛媛県,52,78200,78200.0
ホム オメワ,岩手県,40,73200,73200.0
ヌノ ソハタ,長崎県,90,62700,62700.0
ヒイク マノ,岩手県,84,60200,60200.0
セウモネ ハタニ,三重県,49,49426,49400.0
キエ ヲノ,高知県,18,52500,52500.0
ソクイハ セナス,愛知県,94,52464,52500.0
キハユ ハシ,青森県,64,64170,64200.0
フホマセ ウヘス,山口県,68,67300,67300.0
フヒコケ アワヘ,青森県,75,73511,73500.0
ネメナヘ ミヨ,長崎県,57,79648,79600.0
タアヌウ ハオ,秋田県,43,31914,31900.0
コフ ムヲヤア,和歌山県,80,25800,25800.0
ムイ ネサケヲ,佐賀県,50,56700,56700.0
マヤス タワ,兵庫県,75,93327,93300.0
モイマ ネア,鳥取県,74,30200,30200.0
カミ ヌヌ,山形県,63,43300,43300.0
コトチ ハソユニ,和歌山県,23,72900,72900.0
ホマ ヘヌイ,福岡県,59,32300,32300.0
ヘクタ ユテユミ,大阪府,66,95200,95200.0
セキア ハツソソ,宮崎県,75,89776,89800.0
テヤ ヨアフム,石川県,79,20900,20900.0
ヘメキ サカ,青森県,83,43898,43900.0
ナコサ ハヘスン,鹿児島県,74,70700,70700.0
ユマケニ ヨイヨ,山口県,97,40000,40000.0
シヤ ネタ,石川県,68,30200,30200.0
ツヲ ネカ,福島県,76,65300,65300.0
ユキシ エテテヤ,千葉県,16,63900,63900.0
チムヘ ウヲ,愛媛県,22,31974,32000.0
クホセユ タワク,群馬県,57,36100,36100.0
ンキサ メハセ,山形県,21,25843,25800.0
ソニ モイク,佐賀県,56,29900,29900.0
ワチタア ヘニ,京都府,40,51193,51200.0
イヤ キカソ,奈良県,56,45807,45800.0
ハニ シセセ,富山県,62,66462,66500.0
ヨカ フタトナ,岩手県,31,21500,21500.0
ニム コヨ,岐阜県,50,35588,35600.0
チソスコ ムフヲウ,山口県,81,73800,73800.0
ヲヒテニ サワテ,富山県,48,87300,87300.0
ソマセト ニメヘコ,愛知県,35,65140,65100.0
ナクナユ エハン,山梨県,75,77053,77100.0
メムツタ クウツモ,熊本県,38,86946,86900.0
カマネコ ニシ,群馬県,99,31000,31000.0
イワム チサヲキ,福岡県,90,55200,55200.0
ヲモ セニ,新潟県,96,20544,20500.0
ヲシカニ メオワサ,徳島県,77,86700,86700.0
ミケト ヨイン,愛媛県,94,60270,60300.0
ヲセイ クソヨア,群馬県,45,28768,28800.0
ヨワエテ モメチ,高知県,42,57400,57400.0
スニマノ ヒアウ,千葉県,17,29900,29900.0
セネヤミ アチ,山梨県,82,72800,72800.0
モヘ ミツ,長野県,26,26269,26300.0
ヘシカ モホタワ,佐賀県,69,21157,21200.0
エセメ ホセヨ,埼玉県,74,23774,23800.0
ハト ユト,宮崎県,64,31457,31500.0
ムソ オミ,熊本県,17,29616,29600.0
キテサキ サマネマ,東京都,30,53200,53200.0
テナヨ ヒセヤヒ,和歌山県,63,29686,29700.0
メフヨコ アカ,山梨県,69,27020,27000.0
ヤマ ムモワ,京都府,31,61100,61100.0
ツハキハ ヌキソカ,広島県,23,65600,65600.0
オモタ テヲ,大阪府,79,24600,24600.0
カム モハタ,宮城県,91,25100,25100.0
ンア ナトセナ,神奈川県,67,51279,51300.0
マチサワ ヌヒキ,山梨県,40,100861,100900.0
ワムウ タメ,茨城県,85,29900,29900.0
ケイタス ヲソオ,愛媛県,61,40100,40100.0
メチ ニツカ,奈良県,61,57000,57000.0
アヒ フク,栃木県,28,90200,90200.0
ノワミイ フヌホニ,沖縄県,74,27700,27700.0
セヘケシ ソタ,山口県,50,46484,46500.0
キモサ キユ,大阪府,19,28300,28300.0
ケムサタ セキユ,岡山県,59,81400,81400.0
チカオタ ニスン,青森県,95,23048,23000.0
オヘヘン カサフ,香川県,74,28700,28700.0
テキ ワタスホ,大分県,19,28800,28800.0
ノテタヒ ミトヨノ,宮城県,41,27700,27700.0
オソイ ホニ,兵庫県,63,34130,34100.0
ホワエ スヨマ,香川県,64,68500,68500.0
ニユテエ ノワ,山口県,75,43300,43300.0
タクキユ カヤナ,岐阜県,70,38488,38500.0
チスナ ストシ,熊本県,96,54710,54700.0
メタヤエ ハユカ,山形県,29,77717,77700.0
チハシナ スフ,栃木県,43,123319,123300.0
シウハ ストア,宮城県,48,85100,85100.0
ノヒコ ヌハカ,山梨県,37,31796,31800.0
ワヤハア チシカハ,岐阜県,16,64400,64400.0
ユタア ネヘヨ,佐賀県,23,68800,68800.0
チワ ユサ,岩手県,42,84800,84800.0
ケヤ コセア,鳥取県,45,80000,80000.0
ユシネワ ツセオカ,岡山県,80,63400,63400.0
ムヘシワ コヘトカ,千葉県,69,32907,32900.0
ニヌコヌ スウヌヒ,千葉県,65,52796,52800.0
ヌモノネ ヌタユ,秋田県,56,56203,56200.0
エム ハタヲテ,長野県,75,82500,82500.0
ヲヤテ ヒヌネ,兵庫県,88,34565,34600.0
ネエスセ ハマ,埼玉県,37,36200,36200.0
ヒソチ ケシエネ,千葉県,41,26731,26700.0
エヨイホ ンユ,愛媛県,73,77768,77800.0
ヲヨワ シヨキオ,岡山県,83,136393,136400.0
ホマムユ テカ,京都府,75,33276,33300.0
イネエウ カサヘ,岐阜県,53,37100,37100.0
ウハ ユムワト,静岡県,40,67064,67100.0
トモシチ ミンノ,島根県,65,27583,27600.0
カシチ タクキサ,青森県,70,75300,75300.0
クウ ミンサ,島根県,84,56580,56600.0
キワテ ンウホ,富山県,87,50900,50900.0
フヲヒサ トサエ,石川県,90,59590,59600.0
イホ ニトト,香川県,15,78156,78200.0
ケヨマケ テヨシ,三重県,94,26600,26600.0
エミイ ウヒ,大阪府,88,41200,41200.0
ノヤウ ミテ,宮城県,22,44800,44800.0
キアシモ ンホワ,宮崎県,26,40863,40900.0
ヤヘシ ウツツ,群馬県,24,37700,37700.0
ホケオヒ ワサ,滋賀県,57,70029,70000.0
ソヲ モケ,長野県,21,30037,30000.0
シコンン サト,広島県,56,62200,62200.0
ヘイメミ スヤス,宮城県,86,45694,45700.0
ユフチ ヤヤテ,秋田県,32,54600,54600.0
ニナ ヲキヘ,愛知県,81,23264,23300.0
オミム チハウテ,山梨県,32,38400,38400.0
ヤシテ ニソ,宮城県,39,26700,26700.0
ソヤ ヲフウ,大分県,90,59500,59500.0
オヲナケ クシミ,北海道,76,77500,77500.0
ナモクソ ワカコヨ,奈良県,78,49986,50000.0
タタ モウ,徳島県,79,26600,26600.0
ヒワフソ キマ,山口県,28,86200,86200.0
ヨヤウ サセテ,山梨県,33,31600,31600.0
アソコ ホメハウ,群馬県,40,36800,36800.0
ソツネ ヒム,静岡県,64,81049,81000.0
トアマ メチシ,宮崎県,17,41300,41300.0
ヒコセミ ミセ,福井県,94,65400,65400.0
ナコ ヤムメホ,埼玉県,68,26100,26100.0
ヤム チハネ,大阪府,24,58000,58000.0
ヘワソ ヌヤマテ,福岡県,72,24896,24900.0
コホマ ツウヤノ,岩手県,19,22800,22800.0
ヨメ シイナク,香川県,63,64100,64100.0
メセフソ ヤミヌ,兵庫県,95,84900,84900.0
カナツム ハユフヒ,香川県,80,24790,24800.0
ノヒテ ナヒネサ,高知県,78,68000,68000.0
ヒサンス ンウニユ,福島県,74,47800,47800.0
スマネカ マソト,愛知県,83,96200,96200.0
マヒチ カエ,静岡県,80,35200,35200.0
ヒヒ ヤコテ,三重県,74,62580,62600.0
コカツ シヘタ,山梨県,89,43095,43100.0
コウナ ヲカワ,東京都,19,36300,36300.0
ユフ フテ,富山県,59,68741,68700.0
スキコ ホノモク,福島県,68,73430,73400.0
キヌ ヘフサヌ,福島県,41,41133,41100.0
ツモ マヲソ,千葉県,33,73100,73100.0
サヌメ ヘメセテ,新潟県,79,41700,41700.0
ノハ ヘオコニ,香川県,59,32500,32500.0
ユミヲ スクヨ,熊本県,85,75700,75700.0
ンミユヘ ウタネ,新潟県,63,33485,33500.0
クフクキ ツソ,福島県,39,31813,31800.0
ウトハエ タメワ,三重県,29,37000,37000.0
タニ キテウ,大分県,82,35188,35200.0
コタメナ ソムミア,和歌山県,53,46404,46400.0
サワ ヌエノ,岡山県,66,28700,28700.0
エホス イワヒ,京都府,76,22109,22100.0
ノニテ イサ,三重県,56,53000,53000.0
ケアネヤ セユミモ,群馬県,67,61403,61400.0
カソク サヌフン,北海道,40,71700,71700.0
ヲヌタセ ハチトシ,鳥取県,52,30700,30700.0
ホチムヘ フツ,栃木県,71,50200,50200.0
カアメン ツサヲ,富山県,93,37400,37400.0
ツヨムサ カマキ,岐阜県,18,67788,67800.0
オヨイ ヌチ,高知県,73,37100,37100.0
サソヲ モン,鹿児島県,78,49100,49100.0
イサン ウウス,青森県,66,73424,73400.0
ケンワ ヌク,大阪府,90,73100,73100.0
マカタヲ ノヘ,三重県,48,46171,46200.0
ナヲウサ セムカタ,長野県,18,71320,71300.0
マミマ フサハ,大分県,22,94500,94500.0
ケヲカ エトケオ,岩手県,64,44100,44100.0
ホカ ソケハマ,徳島県,79,51483,51500.0
エワテ フサキソ,山形県,79,21329,21300.0
ツヒ アテ,新潟県,57,71200,71200.0
ムオ トヨカ,青森県,32,24515,24500.0
ヨミコ オンユミ,高知県,29,53285,53300.0
ミキナ ノヲスセ,千葉県,65,28400,28400.0
ネコネモ ヨコメマ,宮崎県,78,73902,73900.0
ホマ ホノ,和歌山県,45,55647,55600.0
コヘセ ミネヤカ,長崎県,36,53603,53600.0
ニスヲヌ エニ,愛媛県,27,61400,61400.0
マヒイノ シヨニ,茨城県,25,40053,40100.0
エウニカ チニカ,愛媛県,97,33100,33100.0
ケワキス ネオハ,山口県,55,68400,68400.0
オサ ヨヲネニ,岡山県,61,38100,38100.0
メオ サオヤ,東京都,87,41200,41200.0
ワカン ヲアメ,長野県,62,89974,90000.0
ノク モフエ,神奈川県,93,29800,29800.0
カソ メス,高知県,84,62800,62800.0
ソアア タンチイ,京都府,71,51893,51900.0
ネエノス ヒヌ,愛媛県,34,60893,60900.0
ハツサン ミカ,徳島県,27,58600,58600.0
カキサフ モクケフ,石川県,98,20200,20200.0
ヌミイメ ナシセホ,奈良県,42,30100,30100.0
ケセノヒ ニメモ,大分県,68,32400,32400.0
ヨオンキ マカエ,福岡県,92,32300,32300.0
モワヲ ヌヒ,栃木県,83,60100,60100.0
サコキチ イキキヲ,秋田県,97,43600,43600.0
マネ ツノセト,沖縄県,89,20700,20700.0
ネウ フエアキ,栃木県,91,29100,29100.0
ホツテス ヌフ,宮城県,23,24748,24700.0
モホノ ミハシオ,長野県,43,24100,24100.0
セキ ホチ,千葉県,90,120348,120300.0
エエ シケト,佐賀県,84,133600,133600.0
イヲソフ メワサニ,新潟県,36,30200,30200.0
ナシ ミヤテソ,和歌山県,81,42100,42100.0
シホミ ヲクナホ,青森県,68,68105,68100.0
ワイノヒ ヤユ,群馬県,77,20400,20400.0
ホフ ニサネソ,兵庫県,67,60744,60700.0
イメタフ カウワト,大阪府,29,48000,48000.0
メタクナ ヨメトウ,奈良県,66,31700,31700.0
トウマワ ニア,新潟県,83,61700,61700.0
ナヘヘ ノエ,大阪府,96,48217,48200.0
ハカイ クモメ,長崎県,95,64000,64000.0
ンサユホ フス,山形県,85,83641,83600.0
オモチ ノセワ,長野県,33,50400,50400.0
ニトフ ナニネ,秋田県,74,40600,40600.0
アタワノ マヌ,山梨県,45,25400,25400.0
フヘ ケオヨナ,群馬県,27,24300,24300.0
モオノト ホユ,香川県,20,31400,31400.0
カン トセ,大阪府,56,71000,71000.0
タヨニセ マワチ,徳島県,67,43385,43400.0
ホモマ ヤマミマ,岐阜県,21,35300,35300.0
